timestamp,date,time,location,operator,flight#,route,aircraft_type,aircraft_reg,cn_ln,total_onboard,passenger_onboard,crew_onboard,total_fatalities,passenger_fatalities,crew_fatalities,ground_casualties,summary_of_events
,10/17/1950,,"London, England",British European Airways,,London - Glasgow,Douglas C-47A,G-AGIW,12186,29.0,24.0,5.0,28.0,24.0,4.0,0.0,Crashed into trees on Mill Hill after engine failure during takeoff. Everyone except one flight attendant was killed.
1950-10-31 19:54:00+00:00,10/31/1950,19:54,"London Heathrow, England",British European Airways,,Paris - London,Vickers 610 Viking-1B,G-AHPN,155,30.0,26.0,4.0,28.0,24.0,4.0,0.0,"Crashed in fog in an overshoot after deciding on a go-around. Although it cannot be established with certainty, the probable explanation of the known facts may be that the captain deliberately came down below break-off point and then at 100 ft. or less came into fog which abruptly reduced the visibility of the runway lights and that then and not till then he started overshoot procedure with fatal results."
1950-11-03 09:43:00+00:00,11/03/1950,09:43,"Mont Blanc, France",Air India,245,Bombay - Cairo - Geneva - London,Lockheed 749 Constellation,VT-CQP,2506,48.0,40.0,8.0,48.0,40.0,8.0,0.0,"The aircraft crashed in a snowstorm 200 meters below Mont Blanc summit. The crew was warned by a Geneva controller to climb immediately. They acknowledged the message but soon after struck the mountain. The exact cause of the accident remains undetermined. Most likely the aircraft was caught in violent gust while trying to overfly the summit. The plane was named ""Malabar Princess."""
1950-11-13 18:00:00+00:00,11/13/1950,18:00,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),,Rome - Paris,Douglas C-54B-1-DC,CF-EDN,10518,52.0,45.0,7.0,52.0,45.0,7.0,0.0,"The aircraft drifted 50 miles off the prescribed route and struck Mt. Tete de l'Obiou at 6,740 feet. The pilot probably realized the deviation and tried to take corrective action but did not see the mountain in time."
,11/17/1950,,"Surabaya, Indonesia",Garuda Indonesia Airlines,,,Douglas DC-3,PK-DPB,19005,23.0,20.0,3.0,2.0,0.0,2.0,0.0,Veered off the runway and crashed into a ditch..
,12/08/1950,,"Bangui, French Equatorial Africa",T.A. Intercontinentaux (France),,,Douglas C-54A,F-BELB,3084,56.0,50.0,6.0,46.0,43.0,3.0,0.0,Crashed into a mountain in the Pyrenees 5 minutes after takeoff. Crew error. Excessive low rate of climb at night in an unknown region and premature change of heading.
1950-12-15 13:30:00+00:00,12/15/1950,13:30,"Valera, Venezuela",Avensa,,Merida - Caracas,Douglas C-47-DL,YC-C-AVU,4432,31.0,28.0,3.0,31.0,28.0,3.0,0.0,"The aircraft crashed into mountains shortly after taking off.  Pilot error. The captain decided to cross the Seven Lagoons mountain range in severe overcast, thinking that he was 30 kms further north, where the range drops to 2,000m. Instead, he flew into 4,000m cliffs. In the last seconds, he realized he was in trouble and tried to gain altitude. For a hundred meters or so he cut through small trees, but finally crashed. A small fire followed."
1950-12-19 07:30:00+00:00,12/19/1950,07:30,"Near Baguio, Philippines",Military - U.S. Air Force,,Naha AB - Clark AB,Douglas C54E-DO (DC-4),44-9096,27322,38.0,31.0,7.0,38.0,31.0,7.0,0.0,"Proceeding on instruments, the aircraft crashed into Mt. Tabayoc while en route.  Navigation error."
1951-01-14 14:13:00+00:00,01/14/1951,14:13,"Philadelphia, Pennsylvania",National Airlines,83,Newark - Philadelphia,Douglas DC-4-1009,N74685,43102,28.0,25.0,3.0,7.0,6.0,1.0,0.0,"The plane overshot the landing, ran into a ditch and caught fire. Pilot error in electing to land long, on a wet and snow covered runway instead of executing a missed approach."
1951-02-03 14:30:00+00:00,02/03/1951,14:30,"Near Mt. Cameroun, Buea, Nigeria",Air France,,Douala - Niamey,Douglas DC-4,F-BBDO,42992,29.0,23.0,6.0,29.0,23.0,6.0,0.0,"Crashed into a mountain at 8,500 feet. Navigation error. Incorrect procedures followed by crew. The crew followed a different and inaccurate course."
1951-03-02 09:12:00+00:00,03/02/1951,09:12,"Sioux City, Iowa",Mid Continent Airlines,16,"Kansas City, MO - Omaha, NB - Sioux City, Iowa",Douglas DC-3,N19928,7400,25.0,21.0,4.0,16.0,13.0,3.0,0.0,"After a missed ILS approach , the pilot stalled the plane and crashed in poor weather conditions. A stall during a left turn too close to the ground to effect a recovery. Pilot error."
,03/11/1951,,"Mt. Butler, Hong Kong",Pacific Overseas Airways,,Hong Kong - Bangkok,Douglas DC-4,HS-POS,10396,24.0,20.0,4.0,24.0,20.0,4.0,0.0,"Crashed into hills shortly after takeoff. Crew error. The pilot taking off under VFR, lost visual contact with the ground and attempted to return to IFR procedure too late to avoid the hills. The aircraft was named ""City of Ayudhya."""
1951-03-21 17:20:00+00:00,03/21/1951,17:20,"Corozal, Colombia",LANSA,,San Marcos - Cartagena,Douglas C-47,HK-315,9073,29.0,26.0,3.0,29.0,26.0,3.0,0.0,aircraft later crashed in an uninhabited area located near Hato Nuevo after encountering thunderstorms.
1951-03-23 00:50:00+00:00,03/23/1951,00:50,Over the North Atlantic,Military - U.S. Air Force,,Loring AFB - Lakeheath AFB,Douglas C-124A Globemaster,49-0244,43173,53.0,48.0,5.0,53.0,48.0,5.0,0.0,"The aircraft may have suffered an catastrophic explosion and crashed into the sea approximately 450 miles west of Limerick, Ireland. Early report of life rafts and survivors turned out to be incorrect. Cause unknown."
,03/26/1951,,"Rio Grande, Argentina",Aerolineas Argentinas,,Ushuaia - Río Grande - Buenos Aires,Douglas DC-3,LV-ACY,12291,24.0,20.0,4.0,11.0,8.0,3.0,2.0,"On final approach to Río Grande Airport, the aircraft stalled and crashed in a fieldlshort of runway."
,04/02/1951,,"Bogota, Colombia",Avianca,,,Douglas DC-3,HK-142,1957,26.0,24.0,2.0,26.0,24.0,2.0,0.0,"On final approach to Techo Airport, the aircraft went out of control and crashed in an explosion short of runway."
1951-04-25 11:49:00+00:00,04/25/1951,11:49,"Key West, Florida",Cubana de Aviacion / Military -  US Navy,493,Miami - Havana,Douglas DC-4 /Beechcraft SMB-1,CU-T188/39939,10368,43.0,34.0,9.0,43.0,34.0,9.0,0.0,"The plane, on a flight from Miami to Cuba, collided with a US Navy Beechcraft at 4,000 feet. Thirty-nine killed on the DC-4, four killed on the Beechcraft.  Failure of both crews to maintain sufficient vigilance under VFR conditions to prevent a collision."
1951-05-08 14:12:00+00:00,05/08/1951,14:12,"Bordeaux, France",Hunting Air Travel,,Gibraltar - Bordeaux - Bovingdon,Vickers 639 Viking 1,G-AHPD,134,32.0,27.0,5.0,2.0,0.0,2.0,0.0,No. 1 engine failed shortly after taking off.  Altitude could not be maintained and an emergency belly landing was made in a field. The disconnecting of the articulated control rod of the propeller governor due to the lack of a split pin on the governor spindle and to the nut of the ball-joint of the control spindle having been unscrewed by force.
1951-06-22 03:25:00+00:00,06/22/1951,03:25,"Near Sanoyea, Liberia",Pan American World Airways,151,Johannesburg - Accra - Monrovia - New York,Lockheed 049 Constellation,N88846,2046,40.0,31.0,9.0,40.0,31.0,9.0,0.0,"The plane crashed into a hill at 1000 ft. in a level descending attitude, 54 miles from the airport. The pilot descended below en route minimum altitude without knowing the aircraft's position. The aircraft was named Clipper Great Republic."
1951-06-30 02:00:00+00:00,06/30/1951,02:00,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,610,Salt Lake City - Denver,Douglas DC-6B,N37543,43144/155,50.0,45.0,5.0,50.0,45.0,5.0,0.0,"En route from San Francisco to Denver after passing the Cheyenne radio range the aircraft turned south in the wrong heading. Flying in darkness, the aircraft continued on this course until it hit Crystal Mountain. The captain may have depressed the wrong control switch or may have turned his ADF in such a way that it was affected by the radio range station at Fort Bridger, WY. Officially, the flight for reasons undetermined, failed to follow the prescribed route to Denver and continued beyond the boundary of the airway on a course which resulted in the aircraft striking mountainous terrain."
,07/12/1951,,"Aracaju, Brazil",Loide Aereo Nacional,,Natal - Recife - Maceió - Aracaju,Douglas DC-3,PP-LPG,14822/26267,33.0,28.0,5.0,33.0,28.0,5.0,0.0,Crashed during a landing attempt in adverse weather conditions under VFR and hit high ground. The pilot attempted a visual approach and made a turn at low altitude in adverse weather conditions.
1951-07-21 22:55:00+00:00,07/21/1951,22:55,"Near Sitka, Alaska",Canadian Pacific Air Lines,,Vancouver - Tokyo,Douglas C-54A,CF-CPC,10327,37.0,31.0,6.0,37.0,31.0,6.0,0.0,"Disappeared with no trace over the Pacific Ocean while flying from Vancouver to Tokyo. The last message was received while the aircraft was near Yakutat, Alaska with no reports of probems. Cause undetermined."
1951-08-24 04:28:00+00:00,08/24/1951,04:28,"Decoto, California",United Air Lines,615,Boston - Hartford - Cleveland - Chicago - Oakland,Douglas DC-6B,N37550,43260/180,50.0,44.0,6.0,50.0,44.0,6.0,0.0,"Cleared for an approach to Oakland Municipal Airport, the aircraft crashed 15 miles SSE of the airport into Tolman peak. Patches of fog obscured the terrain. The aircraft struck a hill at an elevation of about 1,000 ft. at 225 to 240 mph. Neither of its 2 low-frequency receivers were tuned to the Oakland station and the captain may have attempted to fly by visual reference using the ADF.  As a result, the flight was 3 miles off course and well below the minimum prescribed altitude. The failure of the captain to adhere to instrument procedures in the Newark area during an approach to the Oakland Municipal  Airport."
1951-09-12 12:30:00+00:00,09/12/1951,12:30,"Off Ialas Baeares, Spain",Societe Alpes Provence,,Perpignan - Oran,Douglas DC-3,F-BEIZ,15985/32733,39.0,36.0,3.0,39.0,36.0,3.0,0.0,Crashed into the Mediterranean due to structural failure following loss of control in severe weather.
,09/15/1951,,"Bangalore, India",Air India,,Bangalore - Trivandrum,Douglas C-47A-30-DK Dakota III,VT-CCA,13853/25298,28.0,24.0,4.0,22.0,21.0,1.0,0.0,Lost control and crashed when attempting to take off. Attempted to take off  with the autopilot engaged.
,09/29/1951,,"La Paz, Bolivia",Frigorifico Cooperativo Los Andes,,,Curtiss C-46D-15-CU,CB-43,33346,27.0,24.0,3.0,27.0,24.0,3.0,0.0,Crashed shortly after takeoff from La Paz-El Alto Airport.
1951-10-17 18:55:00+00:00,10/17/1951,18:55,"Mt. Benson, BC, Canada",Queen Charlotte Airlines,,Kildala - Vancouver,Consolidated PBY-5A Catalina,CF-FOQ,400,23.0,20.0,3.0,23.0,20.0,3.0,0.0,"While flying VFR in adverse weather conditions, the pilot mistook Nanaimo for Vancouver.  The plane crashed into Mt. Benson, 20 miles west of Vancouver."
1951-10-27 19:00:00+00:00,10/27/1951,19:00,"Near Flores, Guatemala",Military - Guatemalan Air Force,,Flores - Guatemala City,Douglas C-47,FAGO961,,29.0,25.0,4.0,27.0,23.0,4.0,0.0,Crashed and burned in jungle 170 miles north northeast of Guatemala City.  It is theorized a passenger may have started a fire in the aircraft's cabin with a cigarette.
1951-11-05 09:29:00+00:00,11/05/1951,09:29,"Near Tucumcari, New Mexico",Transocean Air Lines,CAM5763,Oakland - Albuquerque,Martin 202,N93039,9160,29.0,26.0,3.0,1.0,1.0,0.0,0.0,"Crashed while attempting to land at Albuquerque in marginal weather conditions. The captain's attempt to land during less than minimum visibility, rather than proceed to his alternate.  A military contract flight."
1951-11-13 13:00:00+00:00,11/13/1951,13:00,"Puy-de-Dôme, France",Military - U.S. Air Force,,Frankfort - Bordeaux,Fairchild C-82 Packet,45-57801A,10171,36.0,32.0,4.0,36.0,32.0,4.0,0.0,"While cruising in marginal weather conditions, the aircraft hit the slope of Mt. Dore, about 32 km southwest of Clermont-Ferrand.Flew into Mt. Dore."
1951-12-16 15:09:00+00:00,12/16/1951,15:09,"Elizabeth, New Jersey",Miami Airlines,,Fort Smith - Newark - Tampa,Curtiss Wright C-46F,N1678M,22572,56.0,52.0,4.0,56.0,52.0,4.0,1.0,"Shortly after taking off from Newark Airport the control tower noticed smoke emanating from the right engine.  Minutes later the aircraft gradually descended, its left wing dropped and the aircraft struck the roof of a vacant building. Hold-down studs in the number 10 cylinder of the right engine failed due to improper installtion of their nuts. Fire erupted at the base of the failed cylinder. Extension of the landing gear and loss of the right engine led to the aircraft stalling at the height of about 200 ft. The aircraft was also overloaded by 117 pounds. A stall with the landing gear extended following a serious loss of power from the right engine. This loss of power was caused by the failure of the hold-down studs of the No. 10 cylinder, precipitating a fire in flight which became uncontrollable."
1951-12-29 22:25:00+00:00,12/29/1951,22:25,"Near Little Valley, New York",Continental Charters,44-2,Miami - Pittsburgh - Buffalo,Curtiss C-46A-50-CU,N3944C,30466,40.0,36.0,4.0,26.0,23.0,3.0,0.0,"Proceeding at a low altitude to maintain reference with the ground in nearly zero ceiling and visibility , the plane drifted off course and crashed into a hill 15 miles east of the direct route. Flying VFR under IFR conditions. The captain's poor judgement in attempting a flight by visual reference during instrument weather conditions."
1951-12-30 15:40:00+00:00,12/30/1951,15:40,"Near Phoenix, Arizona",Military - U.S. Air Force,,New York - Williams AFB,Douglas C-47D,47-76266,15850/32598,28.0,24.0,4.0,28.0,24.0,4.0,0.0,"Crashed into a mountainside at an altitude of 7,000 ft., 66 miles northeast of Williams AFB."
1952-01-10 19:15:00+00:00,01/10/1952,19:15,"Com Edno, Ireland",Aer Lingus,,Northolt - Dublin,Douglas DC-3,EI-AFL,16699/33447,23.0,20.0,3.0,23.0,20.0,3.0,0.0,The aircraft lost control in severe turbulence and downdrafts and crashed in a soft peat bog 1 mile east of Llyn Gwynant.  The encountering of strong down-currents of air on the lee side of Snowdon which forced the aircraft down into an area of strong turbulence where control was lost.
1952-01-19 01:38:00+00:00,01/19/1952,01:38,"Off Sandspit, BC, Canada",Northwest Orient Airlines,324,Tokyo - Elmendorf AFB,Douglas DC-4,N45342,27279,43.0,40.0,3.0,36.0,33.0,3.0,0.0,"The crew chose to divert to Sandpit after the No. 1 engine was shut down. The aircraft crashed into the Pacific Ocean one mile offshore after overshooting the runway during the emergency landing. A nose gear retraction difficulty in connection with an icing condition or a power loss, which made the aircraft incapable of maintaining flight. Most of the fatalities were from exposure to the frigid water."
1952-01-22 15:43:00+00:00,01/22/1952,15:43,"Elizabeth, New Jersey",American Airlines,6780,Buffalo - Newark,Convair CV-240-0,N94229,54,23.0,20.0,3.0,23.0,20.0,3.0,7.0,"The aircraft crashed into an apartment house during its approach, 3 miles short and right of the runway.  The plane crashed while level laterally but in a steep descending attitude.  Most likely cause was carburetor icing. Official cause unknown."
1952-02-11 00:20:00+00:00,02/11/1952,00:20,"Elizabeth, New Jersey",National Airlines,101,"Newark, NJ - Miami, FL",Douglas DC-6,N90891,43055/37,63.0,59.0,4.0,29.0,26.0,3.0,4.0,"The aircraft crashed into an apartment complex shortly after taking off. The last message from the pilot was ""I've lost an engine and am returning to field.""   Reversal in flight of No. 3 propeller and subsequent feathering of No. 4 propeller at too low an altitude to effect a recovery."
1952-02-16 17:34:00+00:00,02/16/1952,17:34,"Near Burgio, Italy",Hunting Air Travel,,Nice - Malta,Vickers 614 Viking 1,G-AHPI,142,31.0,26.0,5.0,31.0,26.0,5.0,0.0,Hit the north slope of La Cinta mountain range while en route.  Pilot did not maintain a safe altitude. The pilots ignorance of wind conditions which allowed the aircraft to drift 3 degrees off course.
1952-03-03 08:10:00+00:00,03/03/1952,08:10,"Nice, France",Air France,,Nice - Paris,SNCASE Languedoc,F-BCUM,43,38.0,34.0,4.0,38.0,34.0,4.0,0.0,"After taking off, the plane was observed turning to the left until it turned on its back and crashed. Malfunction of ailerons. The gear chain of the co-pilot's control column slipped off the sprocket and jammed the aileron controls."
1952-03-22 10:45:00+00:00,03/22/1952,10:45,"Frankfurt, Germany",KLM Royal Dutch Airlines,,Rome - Frankfort,Douglas DC-6,PH-TPJ,43111/102,47.0,37.0,10.0,45.0,36.0,9.0,0.0,"Crashed and burst into flames two miles short of the runway in rain and fog during the approach. Cause unknown. The aircraft was named ""Koningin Juliana."""
,03/30/1952,,"Baguio, Philippines",Philippine Air Lines,,,Douglas DC-3,PI-C270,13808,29.0,26.0,3.0,10.0,8.0,2.0,0.0,Crashed during takeoff. The plane hit an unidentified obstruction on the runway and the wheels collapsed.
1952-04-09 08:07:00+00:00,04/09/1952,08:07,"Mihara Volcano, Japan",Japan Air Lines,,Tokyo - Osaka,Martin 202,N93043,9164,37.0,33.0,4.0,37.0,33.0,4.0,0.0,"On an early morning flight, under instrument conditions, the crew flew the route segment from Tokyo to Oshima Island 1,000 ft. below the minimum instrument altitude.  At Oshima Island the aircraft crashed into the side of Mihara volcano."
1952-04-11 12:20:00+00:00,04/11/1952,12:20,"North of San Juan, Puerto Rico",Pan American World Airways,526A,San Juan - New York City,Douglas DC-4,N88899,10503,69.0,64.0,5.0,52.0,52.0,0.0,0.0,"After taking off from Isle Grande Airport the crew had engine problems.The aircraft then crashed into the Atlantic Ocean. The ditching took place in turbulent seas. The tail broke off on impact and the aircraft stayed afloat for only 3 minutes and sank.  The company's inadequate maintenance in not changing the No. 3 engine which resulted in its failure immediately subsequent to takeoff and the persistent action of the captain in attempting to re-establish a climb, without using all available power, following the critical loss of power to another engine. This resulted in a nose-high attitude, progressive loss of air speed and the settling of the aircraft at too low an altitude to effect recovery. The aircraft was named Clipper Endeavor."
1952-04-18 03:34:00+00:00,04/18/1952,03:34,"Near Whittier, California",North Continental Airlines (Robin Airlines),416W,"Kansas City, MO - Phoenix - Burbank",Curtiss C-46F-1CU,N8404C,22466,29.0,26.0,3.0,29.0,26.0,3.0,0.0,"The plane was on a flight from New York City to Burbank, California. Due to poor visibility and fog, the flight was diverted to Los Angeles Airport for an ILS approach. While on approach, the plane crashed into the Puente Hills and burned. The pilot voluntarily descended below the minimum altitude for which he was cleared and attempted an approach at too low an altitude to clear the terrain. The pilot in command was flying with a restricted medical certificate. An emergency suspension was placed on the airline and it was discovered the airline had allegations of more than 40 violations listed against it including charges of overweight planes, excessive flying time for crews and failure to use approved seats and safety belts."
1952-04-29 04:40:00+00:00,04/29/1952,04:40,"Near Carolina, Brazil",Pan American World Airways,202,Rio de Janeiro - New York City,Boeing 377-10-26 Stratocruiser,N1039V,15939/12,50.0,41.0,9.0,50.0,41.0,9.0,0.0,"The flight crashed into the jungle about 887 nm NNW of Rio de Janerio. Separation of the propeller blade leading to separation of the No. 2 engine due to highly unbalance forces, leading to the distintegration of the aircraft. The aircraft was named ""Clipper Good Hope."""
,05/05/1952,,"Near Skien, Norway",Fred Olsen Flyveselskap,,"Amsterdam, Netherlands - Jarsberg, Norway",Douglas C-47A,LN-NAD,12148,29.0,26.0,3.0,11.0,8.0,3.0,0.0,"Crashed on a mountain slope while en route. There were mainly whaling crews aboard, returning from the antarctic. Crew navigational error."
1952-07-18 00:00:00+00:00,07/18/1952,00:0,"Whiting Field, near Milton, Florida",Military - Navy,,Corpus Christi - Norfork,Fairchild packet (C119 flying boxcar),,,46.0,40.0,6.0,41.0,37.0,4.0,0.0,"The Marine cargo plane, carrying ROTC students taking part in summer training crashed while taking off after a refueling stop."
,08/12/1952,,"Palmeira de Goias, Brazil",Transportes Areos Nacionales,,Rio Verde - Goiania,Douglas DC-3,PP-ANH,20187,24.0,20.0,4.0,24.0,20.0,4.0,0.0,Exploded in midair. A bomb exploded aboard.
1952-08-21 01:00:00+00:00,08/21/1952,01:00,"Off Trapani, Italy",Airwork,,Blackbushe - Malta - Khartoum,Handley Page HP-81 Hermes 4A,G-ALDF,HP-81/7,57.0,51.0,6.0,7.0,1.0,6.0,0.0,After failure of all four engines the plane ditched into the Mediterranean Sea. The initial failure of the No. 1 and 2 engines for reasons unknown.
,10/16/1952,,"Off Kangnung, South Korea",Military - U.S. Air Force,,,Curtiss-Wright C-46D-CU,44-77538,32934,25.0,21.0,4.0,25.0,21.0,4.0,0.0,The aircraft crashed into the Sea of Japan while en route. No signs of the wreckage were ever found and only two bodies were recovered when they washed ashore.
1952-11-14 14:45:00+00:00,11/14/1952,14:45,"Near Seoul, South Korea",Military - U.S. Air Force,,,Fairchild C-119C,51-2551A,,44.0,37.0,7.0,44.0,37.0,7.0,0.0,"Struck a mountain at an elevation of 2,000 ft. as it prepared to land at U.S. military base K-16. The mountains were obscured by low clouds."
1952-11-22 20:15:00+00:00,11/22/1952,20:15,"Mount Gannett, Alaska",Military - U.S. Air Force,,,Douglas C-124A Globemaster,51-107A,464096,52.0,41.0,11.0,52.0,41.0,11.0,0.0,"Bound for Elmendorf Air Force Base, the aircraft struck the south slope of Mount Gannett. The plane drifted off course due to high winds. Wreckage found in 06/26/2012"
1952-11-28 00:50:00+00:00,11/28/1952,00:50,"Near Tacoma, Washington",Military - U.S. Air Force,,,Douglas C-54G (DC-4),,,38.0,31.0,7.0,37.0,30.0,7.0,0.0,Crashed in poor visibility and fog after diverting to Great Falls. The No. 3 engine failed and the plane crashed into trees approximately 1 mile southwest of the airport. An 8-year old boy was the only survivor.
1952-12-06 04:40:00+00:00,12/06/1952,04:40,"Off Bermuda-Kindley Field, Bermuda",Cubana de Aviacion,,Madrid - Azores - Bermuda - Havana,Douglas DC-4,CU-T397,10319,41.0,33.0,8.0,37.0,30.0,7.0,0.0,"Crashed dived into the sea approximately 5 miles from the airport shortly after taking off. Cause unknown. The plane was called ""The Star of the East."""
1952-12-20 06:30:00+00:00,12/20/1952,06:30,"Moses Lake, Washington",Military - U.S. Air Force,,,Douglas C-124A Globemaster,50-100,43238,115.0,105.0,10.0,87.0,82.0,5.0,0.0,Within two minutes after takeoff the aircraft began to lose altitude. It crashed and burned into a snow laden field at the end of the airstrip. Failure of the pilot to remove the rudder and elevator locking pin prior to taking off.
,12/25/1952,,"Tehran, Iran",Iran Air,,Abadan - Tehran,Douglas DC-3,EP-ACJ,9692,29.0,25.0,4.0,27.0,23.0,4.0,0.0,Crashed while landing.
1953-01-05 21:39:00+00:00,01/05/1953,21:39,"Belfast, Northern Ireland",British European Airways,,Northolt - Belfast,Vickers Viking 610-1B,G-AJDL,262,35.0,31.0,4.0,27.0,24.0,3.0,0.0,Crashed into approach lights while attempting to land.  Error of judgement on the part of the pilot.
1953-01-07 04:12:00+00:00,01/07/1953,04:12,"Fish Haven, Idaho",Associated Air Transport,1-6-6A,Boeing Field - Cheyenne,Curtiss C-46,N1648M,22395,40.0,37.0,3.0,40.0,37.0,3.0,0.0,"The plane crashed into mountains while en route. Upon entering an area of turbulence, the plane was unable to climb and crashed into trees. Found 5 months later. The inadvertent descent into an area of turbulence and icing which resulted in the pilot's inability to regain a safe altitude."
1953-02-02 05:30:00+00:00,02/02/1953,05:30,"Off Newfoundland, Canada",Lancashire Aircraft Corporation (Skyways),,"Lajes, Azores - Gander",Avro 685 York 1,G-AHFA,1304,39.0,33.0,6.0,39.0,33.0,6.0,0.0,"Last know coordinates 46' 15"" N, 46'31""W, over the North Atlantic. A distress message was received. No trace of the aircraft or its occupants were ever found."
1953-02-09 19:00:00+00:00,02/09/1953,19:00,"Cairo, Egypt",Military - Egyptian Air Force,,Al Arish - Cairo,Curtiss-Wright C-46,1001,,40.0,35.0,5.0,29.0,24.0,5.0,0.0,Crashed into a hill during a sandstorm 50 km northeast of Cairo.
1953-02-14 17:10:00+00:00,02/14/1953,17:10,"Off Mobile, Alabama",National Airlines,470,Miami - Orlando - New Orleans,Douglas DC-6,N90893,43057/73,46.0,41.0,5.0,46.0,41.0,5.0,0.0,"The aircraft crashed into the Gulf of Mexico off Mobile, Alabama. The aircraft broke up in the turbulence of a ""frontal wave"" storm after failure of  the left wing. The loss of control followed by the in-flight failure and separation of portions of the airframe structure while the aircraft was traversing an intense frontal-wave type storm of extremely severe turbulence, the severity and location of which the pilot had not been fully informed."
1953-03-20 18:38:00+00:00,03/20/1953,18:38,"Alvarado, California",Transocean Air Lines,942,Roswell - Oakland - Guam,Douglas DC-4  (C-54-10-DO),N88942,36076,35.0,30.0,5.0,35.0,30.0,5.0,0.0,"The aircraft crashed into a flat barley field and burned. The aircraft first struck the ground with its right wing tip in a near vertical position, cartwheeled and disintegrated. All 30 passengers were maintenance personnel from the 509th Bomb Wing, noted for dropping the atomic bombs on Japan. Accumulation of ice on the surfaces of the aircraft in sufficient magnitude to have caused loss of control. Official cause of loss of control unknown."
1953-04-14 02:22:00+00:00,04/14/1953,02:22,"Selleck, Washington",Miami Airlines,,Spokane - Ellenburgh,Douglas DC-3 (C-47-DL),N65743,20432,25.0,22.0,3.0,7.0,5.0,2.0,0.0,"The aircraft crashed into Cedar Mountain following double engine failure. The progressive failure of both engines, due to the lack of compliance with proper maintenance standards. Spark plugs in both engines had been operated beyond their normal maintenance inspection period and exhibited evidence of a condition conducive to detonation and preignition. There was evidence that detonation and preignition took place in both engines and that  they ultimately failed as a result of master rod bearing failures."
,04/16/1953,,"NW of Hanoi, Vietnam",Aigle Azur,,Hanoi - Na San,Douglas DC-3,F-BESS,19498,30.0,27.0,3.0,30.0,27.0,3.0,0.0,Crashed after takeoff due to wing failure.
1953-05-02 16:35:00+00:00,05/02/1953,16:35,"Near Jalalogori, West Bengal, India",British Overseas Airways,783/057,Calcutta - Delhi,De Havilland DH106 Comet 1,G-ALYV,6008,43.0,37.0,6.0,43.0,37.0,6.0,0.0,"The aircraft crashed 6 minutes after taking off from Dum Dum Airport. The accident occurred during a violent thunderstorm. Wreckage indicated that the aircraft broke up in the air. Failure of both elevator spars caused by a heavy down-load that may have been associated with a pull-up maneuver. Severe gusts encountered in the thundersquall and overcontrolling or loss of control by the pilots when flying through the thunderstorm. The aircraft was nicknamed ""York Victor."""
1953-05-25 15:30:00+00:00,05/25/1953,15:30,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,,Amsterdam - Paris,Convair CV-240-4,PH-TEI,125,34.0,28.0,6.0,0.0,0.0,0.0,2.0,"While taking off the plane reached a height of about  50 ft. after which flaps were retracted. The plane began to lose height and crash landed into a meadow. While no one on the plane died, two girls on a bicycle path were killed."
,06/16/1953,,"Mount Phou-Lassy, French Indo-China",Aigle Azur,,Vientiane - Saigon,Douglas DC-3,F-BEST,19100,34.0,31.0,3.0,34.0,31.0,3.0,0.0,Crashed after on-board fire.  Possibly shot down.
1953-06-18 16:34:00+00:00,06/18/1953,16:34,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,,Tachikawa AB - Kimpo AB,Douglas C-124A Globemaster II,51-137A,43471,129.0,122.0,7.0,129.0,122.0,7.0,0.0,Crashed shortly after taking off from Tachikawa Air Base. Engine failure during takeoff. A premature application of full flaps during the three engine approach resultied in loss of air speed and aircraft control. The plane crashed into a field of watermelons. First aviation disaster to claim more than 100 lives.
1953-07-12 08:41:00+00:00,07/12/1953,08:41,"Pacific Ocean, 325 miles east of Wake Island",Transocean Air Lines,512,Wake Island - Honolulu - Oakland,Douglas DC-6A,N90806,42901/153,58.0,50.0,8.0,58.0,50.0,8.0,0.0,"Lost at sea while en route from Wake Island to Honolulu, Hawaii, approximately 325 miles east of Wake Island. Cause not determined, but there was thunderstorms and turbulence in the area. Fourteen bodies and all life rafts were recovered. The plywood panel from the navigator's table was recovered with the words ""falling in"" written on it. There is some speculation that a bomb caused the accident. The aircraft was named ""The Royal Hawaiian."""
1953-07-17 23:15:00+00:00,07/17/1953,23:15,"Near Milton, Florida",Military - U.S. Navy,,Whitting NAS - Norfolk NB,Fairchild R4Q-2,131663,10830,46.0,40.0,6.0,44.0,39.0,5.0,0.0,"The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area. The pilot suffered from spatial disorientation immediately after liftoff."
1953-08-03 02:28:00+00:00,08/03/1953,02:28,"Off Fethiye Point, Turkey",Air France,,Rome - Beirut,Lockheed L- 749A Constellation,F-BAZS,2628,42.0,34.0,8.0,4.0,4.0,0.0,0.0,The No. 3 engine broke away from the aircraft following severe vibrations causing loss of control of the No. 4 engine and necessitating a ditching 1.5 miles from the coast. Failure in flight of a propeller blade. Four passengers drowned.
